ccode,leaderid,country,year,current_leader,leader_id,current_leader_start_month,current_leader_start_year,current_leader_end_month,current_leader_end_year,current_p_name,create,partyage,persparty,v2paseatshare,v2exl_legitideol,v2exl_legitlead,v2exl_legitperf,gwf_duration,lpop,gdppc,l12gr,oilgasrentsgdp,priormil,pres,ivdem,leadertimeinpower,dem1990,iv2xps_party,ipolarization,iv2juhcind,iv2x_libdem,iv2x_partipdem,iv2xpa_illiberal,iv2xpa_popul,iv2paclient,iv2paind,iv2parelig,iv2pariglef,iv2paseat,demcollapse
475,475-5-2007,Nigeria,2010,Umaru Musa Yar'Adua,475-5-2007,5,2007,5,2010,People's Democratic Party,0,9,.64567494,71.90000000000001,.191,.36,1.435,11,18.881285,.049026985,4.5852323,2.6842103,1,1,.41100001,2,.37,.49900001,-.63700002,.78100002,.29800001,.28400001,.95300001,.198,2.586,.213,-1.152,1.193,71.900002,0
475,475-5-2010,Nigeria,2015,Goodluck Jonathan,475-5-2010,5,2010,5,2015,People's Democratic Party,0,12,.4672859,38.9,.191,.36,1.435,16,19.014767,.051840913,3.6838496,1.5862548,1,1,.48500001,4,.37,.48500001,-.505,.78100002,.31400001,.29499999,.95499998,.197,2.586,.011,-1.152,1.053,56.299999,0
475,475-5-2015,Nigeria,2020,Muhammadu Buhari,475-5-2015,5,2015,99,9999,All Progressives Congress,0,2,.78168726,60.3,.228,.338,1.435,21,19.144064,.048949327,-.52973855,,1,1,.59200001,4,.37,.50999999,-.71799999,.82200003,.42699999,.39500001,.70300001,.67799997,1.026,-.30599999,-1.081,-1.233,58.900002,0
482,482-10-1993,Central African Republic,2003,Ange-Felix Patasse,482-10-1993,10,1993,3,2003,Movement for the Liberation of the Central African People,1,14,.89065653,43.9,.02,1.444,.907,10,15.171651,.021027429,1.8039596,0,1,1,.354,9,.32100001,.35100001,.38499999,-1.54,.20299999,.14300001,.54299998,.75,2.092,1.818,-1.337,-2.0250001,44.700001,1
484,484-8-1992,Republic of Congo,1997,Pascal Lissouba,484-8-1992,8,1992,10,1997,Pan-African Union for Social Democracy,1,1,1,37.6,-1.674,-1.075,-1.594,5,14.868876,.045476001,1.2287779,3.6447034,0,1,.47400001,4,.331,.54799998,.648,.68099999,.2,.245,.442,.322,-.78200001,.336,.122,-1.915,37.599998,1
501,501-12-2002,Kenya,2013,Mwai Kibaki,501-12-2002,12,2002,4,2013,Democratic Party,0,10,.45803508,1,-.513,-1.047,.469,11,17.633661,.035531025,2.0740871,0,0,1,.48500001,10,.37400001,.56800002,.045000002,-.226,.249,.21799999,.48100001,.15800001,-.31799999,-2.0220001,1.023,.92500001,18.6,0
501,501-4-2013,Kenya,2020,Uhurto Kenyatta,501-4-2013,4,2013,99,9999,The National Alliance,1,1,.89065653,27.2,-.6899999999999999,-1.139,.476,18,17.800251,.038408164,2.9217579,,0,1,.50300002,6,.37400001,.59899998,.81900001,1.426,.384,.33500001,.60799998,.248,-.186,-1.905,.68699998,1.329,27.200001,0
516,516-4-1994,Burundi,1996,Sylvestre Ntibantunganya,516-4-1994,4,1994,7,1996,Front for Democracy in Burundi (Frodebu),0,8,.45803508,80.2,-.9340000000000001,.716,-2.313,3,15.617238,.01786007,-7.3748908,0,1,1,.25099999,1,.234,.28999999,2.1400001,-.34,.175,.15800001,.61000001,.94499999,-1.681,-2.3039999,.001,-.35299999,80.199997,1
516,516-8-2005,Burundi,2010,Pierre Nkurunziza,516-8-2005,8,2005,99,9999,The National Council for the Defense of Democracyâ€“Forces for the Defense of Democracy (CNDD-FDD),0,2,.53547341,70.40000000000001,-.9340000000000001,1.63,-1.221,5,15.976026,.017700616,.95614129,0,0,1,.412,4,.234,.33899999,.755,-1.857,.15700001,.234,.73400003,.73199999,-1.677,-1.4220001,-2.7650001,-1.074,55.700001,1
551,551-11-1991,Zambia,1996,Frederick Chiluba,551-11-1991,11,1991,1,2002,"MMD, Movement for Multiparty Democracy",1,1,.70238376,87.3,2.135,1.827,1.077,5,16.049789,.027702125,-5.2454729,0,0,1,.456,4,.23199999,.377,.45100001,.57700002,.184,.183,.23800001,.704,-1.2539999,-.294,-.69999999,-.36199999,83.300003,1
551,551-9-2011,Zambia,2014,Michael Sata,551-9-2011,9,2011,10,2014,"Patriotic Front, PF",1,10,.81250143,40,-.41,1.398,1.78,3,16.549864,.036617085,3.0599737,0,0,1,.52899998,2,.23199999,.477,.85699999,.57700002,.433,.33399999,.75,.551,1.01,.317,-1.584,-.403,40,0
551,551-1-2015,Zambia,2020,Edgar Lungu,551-1-2015,1,2015,99,9999,"Patriotic Front, PF",0,14,.45803508,51.3,-.397,.805,2.584,9,16.72699,.035649057,-.20166545,,0,1,.495,5,.23199999,.37400001,.958,.66000003,.38699999,.31600001,.75,.551,1.01,.317,-1.584,-.403,40,0
553,553-5-1994,Malawi,2004,Bakili Muluzi,553-5-1994,5,1994,5,2004,United Democratic Front (UDF),1,2,.89065653,25.4,-1.845,.6879999999999999,1.03,10,16.325258,.016949104,1.2181712,0,0,1,.565,9,.382,.456,-.31400001,.85500002,.234,.146,.41499999,.289,1.441,-.88499999,-.70700002,1.429,48,0
553,553-5-2004,Malawi,2012,Bingu wa Mutharika,553-5-2004,5,2004,4,2012,Democratic Progressive Party (DPP),1,12,.89065653,9.699999999999999,-1.845,.773,1.081,18,16.54962,.019029755,2.8714118,0,0,1,.45699999,7,.382,.42699999,-.403,.96899998,.377,.22,.5,.16500001,2.0450001,.22400001,-.69999999,1.429,25.4,0
553,553-4-2012,Malawi,2014,Joyce Banda,553-4-2012,4,2012,5,2014,"People's Party, PP",0,7,.45803508,26,-1.845,.629,1.103,20,16.606035,.01950869,.63516217,0,0,1,.55500001,1,.382,.40000001,-.403,.94199997,.42199999,.264,.48500001,.090999998,1.919,-.28299999,-.38299999,1.141,60.5,0
553,553-5-2014,Malawi,2020,Peter Mutharika,553-5-2014,5,2014,99,9999,Democratic Progressive Party (DPP),0,9,.45803508,32.1,-1.381,.553,1.52,26,16.766766,.019877937,2.1849229,,0,1,.54000002,5,.382,.38499999,-.403,.972,.435,.33500001,.43000001,.075000003,1.974,-.35699999,-.414,1.141,26,0
560,560-5-1994,South Africa,1999,Nelson Mandela,560-5-1994,5,1994,6,1999,African National Congress (ANC),0,82,.37745908,66.5,.086,1.687,.74,5,17.607365,.06622415,-.14005931,.089715816,0,0,.66500002,4,.38299999,.73199999,.64700001,.815,.29300001,.289,.152,.77100003,.064000003,-1.27,-.405,-1.357,63,0
560,560-6-1999,South Africa,2009,Thebo Mbeki,560-6-1999,6,1999,9,2008,African National Congress (ANC),0,87,.29547179,66,.086,.008,.985,15,17.737028,.074003607,2.9159958,.054678123,0,0,.76200002,9,.38299999,.72399998,-.27700001,1.548,.60100001,.486,.122,.67699999,.796,-1.043,-.40700001,-.92000002,66.5,0
560,560-9-2008,South Africa,2010,Kgalema Motlanthe,560-9-2008,9,2008,5,2009,African National Congress (ANC),0,96,.21162806,66,.086,.137,.985,16,17.751581,.074575327,-.53761768,.066320047,0,0,.78299999,0,.38299999,.72399998,-.048999999,1.548,.65700001,.52200001,.41299999,.74199998,1.153,.42699999,-1.258,-1.3430001,66,0
560,560-5-2009,South Africa,2018,Jacob Zuma,560-5-2009,5,2009,2,2018,African National Congress (ANC),0,97,.18166453,62.3,.086,-.169,.985,24,17.87237,.075099282,-.53580594,.036470339,0,0,.78200001,7,.38299999,.759,-.048999999,1.548,.66500002,.523,.41299999,.74199998,1.153,.42699999,-1.258,-1.3430001,66,0
560,560-2-2018,South Africa,2020,Cyril Ramaphosa,560-2-2018,2,2018,99,9999,African National Congress (ANC),0,106,.29547179,57.5,.026,-.623,.985,26,17.898266,.071561478,-.54153496,,0,0,.73799998,1,.38299999,.74900001,-.048999999,2.3010001,.62800002,.484,.19400001,.69400001,.611,-1.064,-.27599999,-1.3430001,57.5,0
570,570-4-1993,Lesotho,1998,Ntsu Mokhehle,570-4-1993,4,1993,5,1998,Lesotho Congress for Democracy (LCD),1,41,.70238376,0,-1.046,.182,.748,5,14.507419,.026403992,2.7864952,0,1,0,.49700001,4,.49700001,.53500003,.33899999,1.076,.366,.22400001,.68099999,.373,-1.485,-1.24,1.353,-1.58,100,0
570,570-5-1998,Lesotho,2012,Bethuel Pakalitha Mosisili,570-5-1998,5,1998,6,2012,Lesotho Congress for Democracy (LCD),0,46,.54492342,21.7,-.997,.295,.88,19,14.516124,.033118401,4.5822639,0,1,0,.375,13,.49700001,.49900001,.33899999,1.076,.292,.193,.68199998,.38100001,-1.518,-1.212,1.347,-.99199998,98.699997,0
570,570-6-2012,Lesotho,2015,Thomas Thabane,570-6-2012,6,2012,3,2015,All Basotho Convention (ABC),1,6,.70238376,38.3,-.82,.232,.88,22,14.537736,.033853576,1.040502,0,1,0,.63300002,2,.49700001,.509,.33899999,1.076,.46399999,.35299999,.685,.24699999,-1.495,-1.224,1.345,-.528,25,0
570,570-3-2015,Lesotho,2017,Bethuel Pakalitha Mosisili,570-3-2015,3,2015,6,2017,"Democratic Congress, DC",1,3,.70238376,25,-.82,.232,.88,24,14.553408,.033645343,2.5680995,0,1,0,.60000002,1,.49700001,.52200001,.33899999,1.227,.45300001,.366,.67299998,.38299999,-1.525,-1.279,1.3559999,-.97100002,39.200001,0
570,570-6-2017,Lesotho,2020,Thomas Thabane,570-6-2017,6,2017,99,9999,All Basotho Convention (ABC),1,11,.70238376,40,-.9379999999999999,.124,.777,27,14.577368,.03110039,-1.5927324,,1,0,.60399997,2,.49700001,.53600001,.33899999,1.227,.37599999,.32300001,.69199997,.24699999,-1.554,-1.224,1.388,-.505,40,0
580,580-3-1993,Madagascar,1996,Albert Zafy,580-3-1993,3,1993,9,1996,"UNDD, National Union for Democracy and Development  (Comite des Forces Vives, CFV, or Hery Velona in Malagasy)",1,5,.69063359,5.1,-.019,1.067,.139,3,16.447594,.021663148,-2.2201209,0,0,1,.55500001,2,.44499999,.25600001,.65600002,-.52999997,.26699999,.289,.46000001,.31900001,-.889,-.329,-.40099999,.565,5.0999999,0
580,580-9-1996,Madagascar,1997,Norbert Ratsirahonana,580-9-1996,9,1996,2,1997,AKFM-Fanavaozana,0,7,.5896256,,-.019,1.067,.139,4,16.479111,.021714674,-1.1959584,0,0,1,.54799998,0,.44499999,.292,-.083999999,-.52999997,.35299999,.34799999,,,,,,,,0
580,580-2-1997,Madagascar,2002,Didier Ratsiraka,580-2-1997,2,1997,7,2002,AREMA,1,21,.70238376,1.9,-.498,.608,.539,9,16.634811,.020633454,2.0041058,0,0,1,.52200001,4,.44499999,.292,-.083999999,-.84899998,.292,.331,.86000001,.389,1.232,1.284,.25999999,-.36399999,42,0
580,580-7-2002,Madagascar,2009,Marc Ravalomanana,580-7-2002,7,2002,3,2009,TIM (I love Madagascar),1,3,.75461107,82.7,-1.563,1.267,.364,16,16.839302,.02189886,3.2047279,0,0,1,.491,6,.44499999,.345,1.933,.38600001,.245,.28600001,.55199999,.36399999,1.656,-.56199998,-3.233,1.709,63.799999,1
580,580-1-2014,Madagascar,2018,Hery Rajaonarimampianina,580-1-2014,1,2014,9,2018,New Force for Madagascar (PartyFacts ID 5207),1,0,1,,-1.833,.361,.479,5,17.083645,.021929784,1.2099735,.13487379,0,1,.456,4,.44499999,.25600001,.98299998,-1.495,.132,.185,,,,,,,,0
580,580-1-2019,Madagascar,2020,Rajoelina,580-1-2019,1,2018,99,9999,TGV (PartyFacts ID 5207),1,11,.75461107,,-1.327,1.808,.897,7,17.13662,.021358185,1.0750651,,0,1,.48699999,1,.44499999,.273,.98299998,-.28200001,.28299999,.303,,,,,,,,0
590,590-6-1982,Mauritius,1995,Anerood Jugnauth,590-6-1982,6,1982,12,1995,"Mauritian Socialist Movement, MSM",0,13,.45803508,37.9,1.192,1.621,2.375,27,13.93103,.066726893,3.2659783,0,0,0,.80000001,4,.80000001,.85100001,1.077,-.31400001,.67900002,.509,.68800002,.458,-.56999999,-.046999998,1.3940001,-.66399997,40.900002,0
590,590-12-1995,Mauritius,2000,Navinchandra Ramgoolam,590-12-1995,12,1995,9,2000,"Mauritius Labour Party (MLP, Labor Party or PT)",0,59,.54492342,,1.192,1.621,2.375,32,13.986833,.074390702,3.138634,0,0,0,.80699998,4,.80000001,.84399998,1.351,-.31400001,.69300002,.51700002,.69599998,.66500002,1.099,.47499999,1.399,-.65499997,53,0
590,590-9-2000,Mauritius,2003,Anerood Jugnauth,590-9-2000,9,2000,9,2003,"Mauritian Socialist Movement, MSM",1,17,.70238376,,1.192,1.621,2.375,35,14.008912,.077598467,1.7230865,0,0,0,.80800003,2,.80000001,.84799999,1.1390001,.74800003,.70899999,.51899999,,,,,,,,0
590,590-9-2003,Mauritius,2005,Paul Berenger,590-9-2003,9,2003,7,2005,"Mauritian Militant Movement, MMM",1,34,.59488547,,1.192,1.621,2.375,37,14.021104,.079476051,4.4197397,0,0,0,.81199998,1,.80000001,.84799999,.89700001,.74800003,.71399999,.523,,,,,,,,0
590,590-7-2005,Mauritius,2014,Navinchandra Ramgoolam,590-7-2005,7,2005,12,2014,"Mauritius Labour Party (MLP, Labor Party or PT)",0,69,.3042722,,1.22,1.158,2.375,46,14.047363,.094628528,3.1711757,0,0,0,.81900001,8,.80000001,.84799999,1.15,.74800003,.71600002,.52499998,,,,,,,,0
590,590-12-2014,Mauritius,2016,Anerood Jugnauth,590-12-2014,12,2014,1,2017,"Mauritian Socialist Movement, MSM",1,31,.70238376,,1.22,.835,2.375,48,14.049375,.09802679,3.486464,0,0,0,.83999997,1,.80000001,.77399999,1.156,.74199998,.69199997,.523,,,,,,,,0
590,590-1-2017,Mauritius,2020,Pravind Jugnauth,590-1-2017,1,2017,99,9999,"Mauritian Socialist Movement, MSM",0,34,.36357066,61.3,.589,.835,1.086,52,14.051167,.095190734,3.3411324,,0,0,.83700001,3,.80000001,.77399999,.89399999,.74199998,.71600002,.54100001,,,,,,,,0
616,616-12-2011,Tunisia,2014,Moncef Marzouki,616-12-2011,12,2011,12,2014,Congress for the Republic,1,10,.81250143,13.6,-.6899999999999999,-.373,.744,3,16.219135,.062108565,2.0305922,1.5640423,0,0,.76999998,2,.26699999,.699,.345,.78200001,.227,.18099999,.41800001,.611,-.95200002,1.263,-.421,-.54299998,13.6,0
616,616-12-2014,Tunisia,2019,Beji Caid Essebsi,616-12-2014,12,2014,10,2019,Nidaa Tounes,1,2,.69063359,39.6,-.6899999999999999,-1.214,.643,8,16.274649,.062863335,1.2145761,1.0642601,0,1,.75,4,.26699999,.736,.345,1.085,.64099997,.42500001,.32300001,.123,.068999998,1.096,-.027000001,.49599999,39.599998,0
616,616-10-2019,Tunisia,2020,Kais Saied,616-10-2019,10,2019,99,9999,Ennahda,0,38,.69632649,24,-1.118,-1.251,.571,9,16.285187,.059783503,.8109678,,0,1,.73500001,0,.26699999,.68000001,.043000001,1.549,.64600003,.486,.257,.463,-.152,.773,-2.329,.43599999,24,0
640,640-9-1989,Turkey,1991,Yildirim Akbulut,640-9-1989,11,1989,6,1991,Motherland Party,1,6,.65421265,25.6,.498,-.428,1.045,8,17.819941,.072821766,2.9483812,.13272272,1,1,.53500003,0,.53500003,.85299999,.73900002,1.5549999,.368,.336,.611,.185,2.145,1.2640001,-.861,1.12,25.6,0
640,640-11-1991,Turkey,1993,Suleyman Demirel,640-11-1991,11,1991,5,1993,True Path Party,1,8,.70238376,39.6,.498,-.428,1.045,10,17.85247,.076186083,1.1784843,.099018544,1,1,.55299997,1,.53500003,.85299999,.73900002,1.5549999,.37900001,.33399999,.708,.37400001,1.279,.67500001,.014,1.11,39.599998,0
640,640-6-1993,Turkey,1996,Tansu Ciller,640-6-1993,6,1993,3,1996,True Path Party,0,10,.54492342,24.5,.498,-.428,1.045,13,17.900196,.078173384,.00066449452,.12492365,1,1,.55599999,2,.53500003,.85299999,.73900002,1.5549999,.391,.34299999,.708,.37400001,1.279,.67500001,.014,1.11,39.599998,0
640,640-6-1996,Turkey,1997,Necmettin Erbakan,640-6-1996,6,1996,6,1997,Welfare Party,1,13,.7883864,28.7,.498,-.428,1.045,14,17.916046,.080441177,5.9319906,.09729068,1,1,.56699997,0,.53500003,.85299999,.73900002,1.5549999,.39899999,.34200001,.90499997,.84899998,1.89,1.646,-3.9159999,1.0779999,28.700001,0
640,640-6-1997,Turkey,1998,Mesut Yilmaz,640-6-1997,6,1997,1,1999,Motherland Party,1,14,.59488547,24,.498,-.428,1.045,15,17.931774,.080764733,5.7864575,.017941762,1,1,.56900001,0,.53500003,.85299999,.73900002,1.5549999,.41299999,.34099999,.546,.17900001,1.785,.86000001,-.27399999,1.425,24,0
640,640-1-1999,Turkey,2002,Bulent Ecevit,640-1-1999,1,1999,11,2002,Democratic Left Party,1,15,.59488547,24.7,.599,-.141,.987,19,17.992132,.079831898,-.91285491,.090050727,1,1,.58999997,3,.53500003,.91500002,.73900002,1.5549999,.40599999,.333,.54400003,.249,-.546,1.238,.62599999,-.889,24.700001,0
640,640-11-2002,Turkey,2003,Abdullah Gul,640-11-2002,11,2002,3,2003,Justice and Development Party,1,1,.70238376,66,.465,.192,1.467,20,18.006519,.081511624,-1.1287575,.081286006,1,1,.64999998,0,.53500003,.852,1.302,1.806,.50700003,.39700001,.21699999,.796,-.57300001,-1.29,-1.038,.90600002,66,0
640,640-3-2003,Turkey,2016,Recep Tayyip Erdogan,640-3-2003,3,2003,99,9999,Justice and Development Party,1,2,.70238376,57.6,1.675,2.198,-.248,33,18.195383,.10576887,3.7481093,.03528415,1,1,.68599999,12,.53500003,.852,1.302,1.806,.52999997,.41100001,.21699999,.796,-.57300001,-1.29,-1.038,.90600002,66,1
645,645-9-2014,Iraq,2018,Haider al-Abadi,645-9-2014,8,2014,10,2018,Islamic Dawa Party,0,57,.21162806,,.93,.659,-1.137,4,17.464443,.069224805,3.1385579,3.8293335,0,0,.40000001,3,.40000001,.493,1.485,-.090000004,.24600001,.25799999,,,,,,,,0
645,645-10-2018,Iraq,2020,Adel Abdul-Mahdi,645-10-2018,10,2018,5,2020,N/A,1,0,1,,.93,-.252,-1.137,6,17.509937,.06547346,1.9386626,,0,0,.39199999,1,.40000001,.465,1.485,.118,.25,.25099999,,,,,,,,0
651,651-6-2012,Egypt,2013,Mohammed Morsi,651-6-2012,6,2012,7,2013,Freedom and Justice Party,0,1,.63375723,46.3,.29,1.226,-1.542,1,18.297436,.058893707,-.18844305,2.3520555,0,1,.30599999,0,.30599999,.699,2.4649999,1.285,.161,.13,.61400002,.87599999,1.354,-1.2180001,-1.669,-1.243,46.299999,1
660,660-11-1998,Lebanon,2007,Émile Lahoud,660-11-1998,11,1998,11,2007,N/A,1,0,1,,.152,.353,-.755,2,15.3773,.085552424,.053174119,0,0,0,.461,,.405,,,,,,,,,,,,,0
660,660-11-2007,Lebanon,2008,Fouad Siniora,660-11-2007,11,2007,5,2008,Future Movement,0,3,.66389072,28.1,.152,.353,-.755,3,15.376755,.089372061,4.6923804,0,0,0,.465,0,.405,.708,2.033,-.36300001,.271,.25600001,.45699999,.61299998,1.8380001,.95099998,-.0089999996,.83899999,28.1,0
660,660-5-2008,Lebanon,2014,Michel Suleiman,660-5-2008,5,2008,5,2014,N/A,1,0,1,,.152,-.004,-.755,9,15.649858,.089215249,-3.2266583,0,0,0,.49599999,5,.405,.72600001,2.033,-.36300001,.271,.25999999,,,,,,,,0
660,660-5-2014,Lebanon,2016,Tammam Salam,660-5-2014,5,2014,10,2016,N/A,1,0,1,,.606,-.353,-.755,11,15.719748,.086899638,-3.4209795,0,0,0,.51700002,1,.405,.75099999,.92500001,.118,.32300001,.29300001,,,,,,,,0
660,660-10-2016,Lebanon,2019,Michel Aoun,660-10-2016,10,2016,12,2019,Free Patriotic Movement,1,22,.7883864,17.2,.181,-.868,-1.167,14,15.740592,.082612902,-1.5235043,0,0,0,.51099998,2,.405,.78100002,.92500001,.118,.31999999,.296,.435,.505,.035999998,1.029,.35600001,.81900001,15.6,0
660,660-12-2019,Lebanon,2020,Hassan Diab,660-12-2019,12,2019,99,9999,N/A,1,0,1,,-.27,-.73,-1.19,15,15.736168,.073915891,-4.6915226,,0,0,.44499999,0,.405,.77499998,1.102,.003,.28600001,.25799999,,,,,,,,0
666,666-7-1992,Israel,1995,Yitzhak Rabin,666-7-1992,7,1992,11,1995,Israeli Labour Party [Alignment],0,24,.45803508,36.7,.447,-2.936,-.303,47,15.528407,.16439131,,.00078382,0,0,.76700002,2,.77200001,.935,.36500001,1.289,.68000001,.51200002,.055,.083999999,-1.255,-.47499999,.32300001,-.792,36.700001,0
666,666-11-1995,Israel,1996,Shimon Peres,666-11-1995,11,1995,6,1996,Israeli Labour Party [Alignment],1,27,.59488547,28.3,.447,-2.936,-.303,48,15.554572,.16626039,,.0013738452,0,0,.77100003,0,.77200001,.92699999,.36500001,1.289,.68800002,.52200001,.055,.083999999,-2.2090001,-.47499999,.32300001,-1.424,28.299999,0
666,666-6-1996,Israel,1999,Benjamin Netanyahu,666-6-1996,6,1996,7,1999,Likud-National Liberal Movement,0,23,.45803508,15.8,.447,-2.936,-.303,51,15.62789,.16912767,1.6012876,.001045987,0,0,.773,2,.77200001,.92799997,.36500001,1.289,.68900001,.52200001,.104,.32499999,-.85399997,.59399998,-.56800002,1.8150001,20,0
666,666-7-1999,Israel,2001,Ehud Barak,666-7-1999,7,1999,3,2001,Israeli Labour Party [Alignment],0,31,.45803508,21.7,.447,-2.936,-.303,53,15.677884,.17114826,3.5095921,.00066874741,0,0,.773,1,.77200001,.92799997,.36500001,1.289,.68900001,.523,.055,.083999999,-2.2090001,.199,.32300001,-.245,21.700001,0
666,666-3-2001,Israel,2006,Ariel Sharon,666-3-2001,3,2001,4,2006,Forward (Kadima),0,28,.45803508,10,.447,-2.936,-.303,58,15.769063,.1758012,2.7077482,.078558758,0,0,.764,4,.77200001,.92799997,.81300002,1.289,.68199998,.50800002,.18700001,.414,-2.191,.14,-.56800002,1.8150001,15.8,0
666,666-4-2006,Israel,2009,Ehud Olmert,666-4-2006,4,2006,3,2009,Forward (Kadima),0,1,.54492342,23.3,.447,-2.936,-.303,61,15.828492,.17892033,2.9355431,.084604748,0,0,.76700002,2,.77200001,.91000003,.37200001,1.289,.68400002,.50099999,.057,.075000003,-1.276,1.109,.33700001,.85799998,24.200001,0
666,666-3-2009,Israel,2020,Benjamin Netanyahu,666-3-2009,3,2009,99,9999,Likud-National Liberal Movement,0,36,.45803508,26.7,.72,-2.417,-.303,72,16.036549,.19121701,1.9052953,,0,0,.75999999,10,.77200001,.91000003,.37200001,1.289,.67699999,.49599999,.101,.354,-.83099997,.22,-.56800002,1.457,22.5,0
700,700-9-2014,Afghanistan,2019,Ashraf Ghani,700-9-2014,9,2014,99,9999,N/A,1,0,1,,-1.553,-.059,-.393,5,17.454195,.024032541,-.56506807,.031797573,0,1,.37599999,4,.37599999,.17900001,.64399999,-.74000001,.22400001,.16,,,,,,,,1
703,703-4-2010,Kyrgyzstan,2011,Roza Otunbayeva,703-4-2010,4,2010,12,2011,Social Democratic Party of Kyrgyzstan (SDPK),0,17,.54492342,21.7,-.393,-1.316,1.052,1,15.52291,.031801187,-.000050739334,.36086157,0,1,.384,0,.384,.245,.43900001,-.76599997,.248,.243,.662,.56400001,.85399997,2.444,1.586,-.49000001,21.700001,0
703,703-12-2011,Kyrgyzstan,2017,Almazbek Atambayev,703-12-2011,12,2011,11,2017,Social Democratic Party of Kyrgyzstan (SDPK),1,18,.69063359,31.7,-1.021,-1.035,1.275,7,15.63977,.034313828,1.9953349,.099038288,0,1,.48199999,5,.384,.245,-.41600001,-.49399999,.33700001,.29800001,.662,.56400001,.85399997,2.444,1.586,-.49000001,21.700001,0
703,703-11-2017,Kyrgyzstan,2020,Sooronbay Jeenbekov,703-11-2017,11,2017,99,9999,Social Democratic Party of Kyrgyzstan (SDPK),0,24,.49069715,31.7,-.401,-.286,.976,10,15.701306,.03313737,2.0762722,,0,1,.465,2,.384,.30399999,.097999997,-.373,.315,.27500001,.89600003,.16599999,1.557,2.474,.54100001,-.156,31.700001,0
712,712-3-1990,Mongolia,1997,Punsalmaagiyn Ochirbat,712-3-1990,3,1990,6,1997,Mongolian Social Democratic Party,0,69,.21162806,32.9,-.615,-1.918,.8,4,14.663841,.039164986,3.4903328,0,0,1,.71799999,,.704,,,,,,,,,,,,,0
712,712-6-1997,Mongolia,2005,Natsagiin Bagabandi,712-6-1997,6,1997,6,2005,Mongolian People's Party,0,76,.06913764,47.4,-1.136,-1.918,.747,12,14.742317,.045732819,7.6501284,.26967615,0,1,.72799999,7,.704,.66100001,-.53899997,.97899997,.60299999,.43099999,.30199999,.61500001,.583,-1.105,-1.074,-.484,32.900002,0
712,712-6-2005,Mongolia,2009,Nambaryn Enkhbayar,712-6-2005,6,2005,6,2009,Mongolian People's Party,0,84,.21162806,59.2,-1.136,-1.918,.747,16,14.799009,.050428104,8.043294,.88564509,0,1,.69599998,3,.704,.67900002,-.28200001,.97899997,.54799998,.39899999,.583,.82599998,1.161,-1.023,-1.0829999,-.861,47.400002,0
712,712-6-2009,Mongolia,2017,Tsakhiagiin Elbegdorj,712-6-2009,6,2009,7,2017,Democratic Party,0,9,.61429948,11.8,-1.136,-2.122,.716,24,14.95135,.063413307,-.022608258,1.0503404,0,1,.68099999,7,.704,.66900003,.20200001,.97899997,.53799999,.396,.625,.824,1.166,-1.0089999,-1.9400001,-.182,35.5,0
712,712-7-2017,Mongolia,2020,Khaltmaagiin Battulga,712-7-2017,7,2017,99,9999,Democratic Party,0,17,.57136124,11.8,-1.146,-2.274,.323,27,15.002833,.063857175,4.8150458,,0,1,.65899998,2,.704,.72100002,-.226,.99299997,.509,.377,.62,.89099997,1.216,.26100001,-1.964,.054000001,11.8,0
732,732-2-1988,South Korea,1993,Roh Tae-woo,732-2-1988,2,1988,2,1993,Democratic Liberal Party (DLP),1,7,.69063359,41.8,-.835,-1.277,2.019,6,17.604115,.10687616,7.3938904,0,1,1,.67799997,,.66600001,,,,,,,,,,,,,0
732,732-2-1993,South Korea,1998,Kim Young-sam,732-2-1993,2,1993,2,1998,Democratic Liberal Party (DLP),0,3,.63375723,46.5,-1.125,-1.277,2.019,11,17.65036,.11914618,6.0236273,0,1,1,.74699998,4,.66600001,.90200001,.011,1.067,.625,.396,.69800001,.071999997,.53200001,1.266,.98299998,2.0999999,49.799999,0
732,732-2-1998,South Korea,2003,Kim Dae-jung,732-2-1998,2,1998,2,2003,National Congress for New Politics (NCNP),0,3,.63375723,42.1,-1.166,-1.42,2.019,16,17.684465,.1393986,5.5776696,0,1,1,.829,4,.66600001,.90899998,.011,1.391,.74800003,.58399999,.141,.417,.164,.708,1.7079999,-.472,42.099998,0
732,732-2-2003,South Korea,2008,Roh Moo-hyun,732-2-2003,2,2003,2,2008,Uri,0,8,.50618774,50.8,-1.166,-1.42,2.019,21,17.708447,.15454039,4.9896445,.0025982016,1,1,.84899998,4,.66600001,.912,.104,1.6849999,.77499998,.60000002,.14300001,.417,.164,.23100001,1.7079999,-.75099999,3,0
732,732-2-2008,South Korea,2013,Lee Myung-bak,732-2-2008,2,2008,2,2013,Grand National Party (GNP),0,11,.55537331,50.7,-1.166,-.891,2.019,26,17.736074,.16551329,2.3785057,.0043408829,1,1,.78899997,4,.66600001,.89099997,.104,1.125,.68699998,.54000002,.58600003,.068999998,.56,.40200001,.396,2.2460001,51.200001,0
732,732-2-2013,South Korea,2017,Park Geun-hye,732-2-2013,2,2013,3,2017,Saenuri Party,0,16,.54492342,50.7,-1.717,-1.085,1.826,30,17.754408,.17409019,2.4037871,.0021869272,1,1,.72799999,3,.66600001,.89399999,.104,.83600003,.61699998,.486,.55500001,.068999998,.16599999,.67900002,.396,2.2460001,50.700001,0
